1	-1.073690	-0.411290
2	0.237637	0.980748
3	1.045009	-0.396828
4	1.423486	-0.736180
5	3.050297	1.256229
6	0.873441	-0.087938
7	2.146180	-4.857697
8	2.526142	-5.336267
9	3.118481	-4.174963
10	0.361874	-4.852519
11	1.313466	-3.965283
12	1.809240	-0.757894
13	3.777843	3.746987
14	3.632354	2.909157
15	2.174480	3.346067
16	0.823777	-0.053606
17	1.403485	-2.301749
18	0.871072	-3.008479
19	2.641824	-1.789737
20	1.758187	0.480397
21	2.777875	1.499287
22	3.591101	1.235927
23	3.656150	1.569246
24	0.828090	-0.216621
25	1.685944	0.674627
26	-0.169016	2.666597
27	-1.018627	2.397777
28	0.846627	1.725142
29	-0.495299	2.099513
30	-1.115628	1.529598
31	1.685816	3.127182
32	-0.666819	2.915383
33	-6.022705	4.714829
34	-7.980028	5.008274
35	-9.222377	3.915808
36	-10.401359	-0.356340
37	-12.217813	-0.291421
38	-12.602795	-0.927888
39	-13.647312	-1.798782
40	-14.189161	-5.635243
41	-14.534154	-4.409784
42	-13.968905	-5.974422
43	-13.901426	-5.745204
44	-15.970398	-4.927157
45	-14.417424	-2.139782
46	-13.523842	-3.265551
47	-14.397370	-1.056652
48	-12.068378	1.728589
49	-12.670599	2.136107
50	-13.259272	4.330951
51	-12.372990	5.095144
52	-12.889316	3.508912
53	-13.416573	4.216196
54	-13.603159	6.074596
55	-14.375565	5.241608
56	-14.091283	5.700686
57	-13.205548	7.632507
58	-14.216295	7.013909
59	-13.609388	7.484783
60	-11.065200	9.132559
61	-12.054696	9.930457
62	-9.956478	11.525847
63	-9.206835	12.968101
64	-6.966758	14.350719
65	-7.573326	14.758192
66	-6.172672	15.564904
67	-8.367895	14.189049
68	-7.209213	13.861671
69	-4.912297	14.078979
70	-5.486628	12.610115
71	-6.243385	11.319297
72	-5.033288	10.625495
73	-3.624584	9.586322
74	-5.166434	9.437746
75	-4.625544	9.405669
76	-3.754103	8.891693
77	-4.848697	8.388836
78	-5.692779	7.419211
79	-5.846756	7.993876
80	-4.931711	6.717242
81	-3.470474	6.420125
82	-1.515587	6.341260
83	-2.075685	5.008343
84	-1.520404	6.428279
85	-2.874289	7.533375
86	0.648083	7.863498
87	0.237160	9.173515
88	1.029628	9.031672
89	0.010586	6.413394
90	-1.293518	5.205719
91	-2.511265	6.611538
92	-4.136321	4.866535
93	-3.573787	2.105974
94	-4.287873	1.612433
95	-3.166931	0.506028
96	-5.138503	-2.918785
97	-4.818301	-5.075282
98	-6.286221	-4.054501
99	-6.721118	-4.407030
100	-5.737901	-8.889265
101	-4.427065	-8.006757
102	-6.031740	-9.573710
103	-4.600953	-10.013879
104	-4.776825	-10.591292
105	-4.910491	-11.871184
106	-5.442627	-9.773863
107	-3.312427	-10.306581
108	-2.968758	-10.102254
109	-2.615502	-11.272148
110	-2.358485	-11.590708
111	-1.213913	-13.209322
112	-1.358569	-14.083175
113	-2.384244	-11.616798
114	-3.658896	-11.549418
115	-2.798524	-12.818503
116	-0.410602	-11.381779
117	-0.218140	-14.149666
118	-3.631499	-13.678658
119	-4.326208	-13.388551
120	-0.721715	-13.202390
121	0.462461	-14.363107
122	-0.524254	-14.240767
123	1.917100	-14.794250
124	4.572433	-13.518358
125	5.920517	-12.036695
126	9.583925	-9.855196
127	9.321321	-8.809583
128	10.469180	-11.628648
129	13.005163	-11.844191
130	14.082591	-10.093760
131	14.071319	-8.128588
132	16.678984	-7.315195
133	17.083334	-7.512878
134	16.929159	-5.580113
135	16.907896	-4.275442
136	17.128489	-3.496069
137	18.125767	-4.643991
138	18.066076	-3.096090
139	15.543135	-4.248570
140	16.047310	-3.654979
141	16.481876	-2.161044
142	16.154295	-2.690570
143	16.566942	-1.295795
144	16.136383	0.939253
145	17.750437	0.621348
146	16.879629	-2.099132
147	16.240814	-0.011168
148	17.753317	1.109987
149	16.944057	0.899018
150	17.918211	0.244641
151	16.870642	-1.043344
152	17.054691	-4.026425
153	15.992339	-5.237282
154	15.570780	-4.895455
155	15.394670	-7.911000
156	16.256470	-8.603079
157	15.165355	-8.109026
158	13.056733	-8.363831
159	11.771548	-6.417236
160	11.030647	-7.391225
161	9.612978	-6.442470
162	9.808882	-6.079717
163	10.812867	-4.252728
164	8.972910	-3.559098
165	9.920165	-4.386853
166	13.298053	-5.312154
167	11.122487	-4.940688
168	10.556399	-4.327205
169	10.287240	-2.603970
170	8.731059	0.053007
171	8.018027	-2.317821
172	8.627463	-2.179327
173	9.207499	-3.346066
174	8.960402	-1.871080
175	7.088225	-1.321040
176	9.988484	-0.548803
177	7.493664	-0.463128
178	7.165855	-0.488289
179	10.375128	0.204478
180	8.410772	1.749269
181	6.224647	2.434321
182	5.344425	2.391757
183	5.578125	2.209481
184	3.908613	3.645098
185	5.146174	4.567514
186	4.443713	2.626630
187	3.514941	5.561500
188	5.772508	5.880454
189	4.870545	8.285170
190	5.669670	5.736456
191	6.253636	6.053588
192	5.808836	5.596862
193	4.304195	5.210920
194	2.223234	6.389603
195	-0.427524	5.051050
196	-1.564019	3.961740
197	-2.235040	4.798373
198	-1.293952	4.076421
199	-2.300162	2.477514
200	-4.722236	4.823451
201	-6.541204	4.612338
202	-9.197367	4.038551
203	-9.750750	4.568405
204	-10.155516	8.776046
205	-9.781623	7.564826
206	-10.099257	3.889916
207	-10.919035	4.763476
208	-7.728355	6.107652
209	-9.800658	6.280198
210	-9.995725	4.585182
211	-11.029704	5.894699
212	-11.798496	4.315907
213	-13.184761	4.712053
214	-12.606654	3.838071
215	-13.094094	6.343624
216	-11.699951	5.533206
217	-12.565664	8.135654
218	-11.229929	9.217011
219	-10.467526	7.336327
220	-14.235939	5.931034
221	-13.687809	7.338490
222	-13.679324	9.770157
223	-12.985572	9.941864
224	-12.952765	10.111730
225	-10.917161	13.176958
226	-11.245530	13.481639
227	-12.433302	13.566719
228	-11.169980	12.368883
229	-10.138733	13.138065
230	-8.742897	12.256956
231	-10.261465	8.612175
232	-13.155325	6.399485
233	-11.517393	6.829066
234	-13.345737	8.758433
235	-12.079640	7.451303
236	-14.705792	6.970784
237	-16.079302	6.982250
238	-16.733303	6.822226
239	-19.207840	5.189309
240	-16.329159	4.296926
241	-16.857227	4.715312
242	-17.819893	5.704740
243	-18.568514	4.623321
244	-17.341679	3.123938
245	-17.254396	3.005465
246	-13.470901	2.762263
247	-15.499645	3.741462
248	-15.341380	3.842394
249	-17.432802	5.218188
250	-18.790979	1.911342
251	-18.278645	2.980785
252	-17.906710	3.171031
253	-18.716204	2.401170
254	-17.431225	-0.850230
255	-17.071423	-2.569893
256	-18.650087	-0.905716
257	-18.321009	-0.587425
258	-16.544933	-0.378352
259	-15.584779	-3.170668
260	-16.147375	-0.546446
261	-15.065883	-3.151947
262	-13.472471	-4.708120
263	-11.866518	-4.897207
264	-12.593787	-4.878467
265	-10.292546	-3.321141
266	-9.741772	-1.494937
267	-9.044358	-2.787621
268	-8.720751	-1.797444
269	-9.037918	-0.349644
270	-5.965224	1.694722
271	-2.621118	3.767626
272	-2.398777	4.504201
273	-4.008363	3.535998
274	-1.314088	3.807447
275	-0.017477	4.111824
276	2.102845	5.273082
277	1.319582	7.895806
278	1.789693	9.410446
279	2.024316	7.880870
280	1.796673	8.477934
281	-0.098394	8.506383
282	3.099494	6.269995
283	2.788145	5.819534
284	2.259321	5.080960
285	3.182605	5.363377
286	3.788821	3.822334
287	5.232920	-0.430863
288	6.507880	-1.399288
289	6.249590	0.004547
290	7.197792	-0.956503
291	7.145503	-2.783015
292	8.011258	-4.279045
293	6.981258	-4.844070
294	7.381941	-4.095917
295	5.903255	-5.385243
296	5.093890	-6.946721
297	6.505594	-6.841316
298	6.725840	-6.036441
299	5.411994	-5.327161
300	7.527236	-2.625405
301	7.394152	-0.323520
302	6.651466	0.576446
303	6.733718	3.170111
304	7.524116	3.190510
305	8.081987	-0.248015
306	8.276212	-3.359144
307	10.114502	-3.294800
308	9.815775	-4.664123
309	11.634398	-6.142592
310	12.760303	-7.295907
311	12.096292	-8.295253
312	12.350138	-9.859056
313	12.707960	-9.214560
314	12.553194	-8.500148
315	12.987180	-8.135225
316	13.897793	-6.687410
